CNPJ;RazaoSocial;Trimestre;Ano;ValorDespesas;CNPJ_Valido;RegistroANS;Modalidade;UF
03990914000135;ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA;1T;2025;251470.00;True;412996;Odontologia de Grupo;BA
03990914000135;ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA;2T;2025;610024.00;True;412996;Odontologia de Grupo;BA
03990914000135;ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA;3T;2025;844305.00;True;412996;Odontologia de Grupo;BA
04002216000147;SV SAUDE ADMINSTRADORES DE PLANO DE SAUDE LTDA;1T;2025;287694.00;True;412252;Medicina de Grupo;RJ
04002216000147;SV SAUDE ADMINSTRADORES DE PLANO DE SAUDE LTDA;2T;2025;592359.00;True;412252;Medicina de Grupo;RJ
04002216000147;SV SAUDE ADMINSTRADORES DE PLANO DE SAUDE LTDA;3T;2025;837083.00;True;412252;Medicina de Grupo;RJ
04165719000133;GS PLANO GLOBAL DE SAÚDE LTDA;1T;2025;335407.00;True;413160;Medicina de Grupo;RJ
04165719000133;GS PLANO GLOBAL DE SAÚDE LTDA;2T;2025;25481.00;True;413160;Medicina de Grupo;RJ
04165719000133;GS PLANO GLOBAL DE SAÚDE LTDA;3T;2025;3150.00;True;413160;Medicina de Grupo;RJ
04197511000104;CAIXA DE ASSISTÊNCIA DO SINDFISCO - CASSIND;1T;2025;286430.00;True;413518;Autogestão;SE
04197511000104;CAIXA DE ASSISTÊNCIA DO SINDFISCO - CASSIND;2T;2025;323671.00;True;413518;Autogestão;SE
04197511000104;CAIXA DE ASSISTÊNCIA DO SINDFISCO - CASSIND;3T;2025;1135995.00;True;413518;Autogestão;SE
04201372000137;UNIMED BELÉM COOPERATIVA DE TRABALHO MÉDICO;1T;2025;14908941.00;True;303976;Cooperativa Médica;PA
04201372000137;UNIMED BELÉM COOPERATIVA DE TRABALHO MÉDICO;2T;2025;3795306.00;True;303976;Cooperativa Médica;PA
04201372000137;UNIMED BELÉM COOPERATIVA DE TRABALHO MÉDICO;3T;2025;24365549.00;True;303976;Cooperativa Médica;PA
04202013000102;POLICLIN SAÚDE S/A.;1T;2025;4718679.00;True;415693;Medicina de Grupo;SP
04202013000102;POLICLIN SAÚDE S/A.;2T;2025;8998845.00;True;415693;Medicina de Grupo;SP
04202013000102;POLICLIN SAÚDE S/A.;3T;2025;8507908.00;True;415693;Medicina de Grupo;SP
04204285000133;CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DA AMAZÔNIA - CASF;1T;2025;1726449.00;True;358754;Autogestão;PA
04204285000133;CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DA AMAZÔNIA - CASF;2T;2025;42465944.00;True;358754;Autogestão;PA
04204285000133;CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DA AMAZÔNIA - CASF;3T;2025;461630.00;True;358754;Autogestão;PA
04212174000179;DENTAL MASTER LTDA - EPP;1T;2025;110900.00;True;413747;Odontologia de Grupo;AL
04212174000179;DENTAL MASTER LTDA - EPP;2T;2025;229842.00;True;413747;Odontologia de Grupo;AL
04212174000179;DENTAL MASTER LTDA - EPP;3T;2025;289200.00;True;413747;Odontologia de Grupo;AL
04222235000189;SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA;1T;2025;145725.00;True;414654;Odontologia de Grupo;RJ
04222235000189;SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA;2T;2025;304742.00;True;414654;Odontologia de Grupo;RJ
04222235000189;SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA;3T;2025;2691576.00;True;414654;Odontologia de Grupo;RJ
04222989000139;UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA.;1T;2025;117505.00;True;413429;Odontologia de Grupo;PB
04222989000139;UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA.;2T;2025;199750.00;True;413429;Odontologia de Grupo;PB
04222989000139;UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA.;3T;2025;286351.00;True;413429;Odontologia de Grupo;PB
04234059000103;PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA.;3T;2025;1998534.00;True;413267;Medicina de Grupo;SP
04257073000114;AMEP FREGUESIA OPERADORA DE PLANO DE SAUDE LTDA;1T;2025;843385.00;True;413330;Medicina de Grupo;RJ
04257073000114;AMEP FREGUESIA OPERADORA DE PLANO DE SAUDE LTDA;2T;2025;1803747.00;True;413330;Medicina de Grupo;RJ
04257073000114;AMEP FREGUESIA OPERADORA DE PLANO DE SAUDE LTDA;3T;2025;2024435.00;True;413330;Medicina de Grupo;RJ
04299138000194;BIOVIDA SAÚDE LTDA.;1T;2025;603005.00;True;415111;Medicina de Grupo;SP
04299138000194;BIOVIDA SAÚDE LTDA.;2T;2025;650535.00;True;415111;Medicina de Grupo;SP
04299138000194;BIOVIDA SAÚDE LTDA.;3T;2025;701471.00;True;415111;Medicina de Grupo;SP
04299994000140;PLAMEDH - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA;2T;2025;56421.00;True;413551;Medicina de Grupo;MG
04299994000140;PLAMEDH - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA;3T;2025;41000.00;True;413551;Medicina de Grupo;MG
04311093000126;CAIXA DE ASSISTENCIA DOS SERVIDORES DO ESTADO DE MATO GROSSO DO SUL;1T;2025;372492.00;True;413534;Autogestão;MS
04311093000126;CAIXA DE ASSISTENCIA DOS SERVIDORES DO ESTADO DE MATO GROSSO DO SUL;2T;2025;77567.00;True;413534;Autogestão;MS
04311093000126;CAIXA DE ASSISTENCIA DOS SERVIDORES DO ESTADO DE MATO GROSSO DO SUL;3T;2025;91090.00;True;413534;Autogestão;MS
04430627000133;PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA;1T;2025;4067707.00;True;415987;Odontologia de Grupo;SE
04430627000133;PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA;2T;2025;95263.00;True;415987;Odontologia de Grupo;SE
04430627000133;PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA;3T;2025;4503244.00;True;415987;Odontologia de Grupo;SE
04439627000102;ALLIANZ SAÚDE S/A;1T;2025;3000.00;True;000515;Seguradora Especializada em Saúde;SP
04439627000102;ALLIANZ SAÚDE S/A;2T;2025;16186169.00;True;000515;Seguradora Especializada em Saúde;SP
04439627000102;ALLIANZ SAÚDE S/A;3T;2025;3384520.00;True;000515;Seguradora Especializada em Saúde;SP
04463083000106;ITAUSEG SAÚDE S.A.;1T;2025;1148501.00;True;000884;Seguradora Especializada em Saúde;SP
04463083000106;ITAUSEG SAÚDE S.A.;2T;2025;4920732.00;True;000884;Seguradora Especializada em Saúde;SP
04463083000106;ITAUSEG SAÚDE S.A.;3T;2025;17574150.00;True;000884;Seguradora Especializada em Saúde;SP
04487255000181;UNIMED SEGUROS SAÚDE S/A;1T;2025;12710895.00;True;000701;Seguradora Especializada em Saúde;SP
04487255000181;UNIMED SEGUROS SAÚDE S/A;2T;2025;108742253.00;True;000701;Seguradora Especializada em Saúde;SP
04487255000181;UNIMED SEGUROS SAÚDE S/A;3T;2025;934409.00;True;000701;Seguradora Especializada em Saúde;SP
04503249000170;ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM;1T;2025;37215.00;True;388092;Autogestão;AM
04503249000170;ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM;2T;2025;199525.00;True;388092;Autogestão;AM
04503249000170;ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM;3T;2025;468028.00;True;388092;Autogestão;AM
04540010000170;PORTO SEGURO - SEGURO SAÚDE S/A;1T;2025;12126308.00;True;000582;Seguradora Especializada em Saúde;SP
04540010000170;PORTO SEGURO - SEGURO SAÚDE S/A;2T;2025;424008.00;True;000582;Seguradora Especializada em Saúde;SP
04558034000157;LIFE EMPRESARIAL SAÚDE LTDA.;1T;2025;4355380.00;True;414492;Medicina de Grupo;SP
04558034000157;LIFE EMPRESARIAL SAÚDE LTDA.;2T;2025;15937.00;True;414492;Medicina de Grupo;SP
04558034000157;LIFE EMPRESARIAL SAÚDE LTDA.;3T;2025;21373.00;True;414492;Medicina de Grupo;SP
04574626000162;CAIXA DE ASSISTÊNCIA À SAÚDE DOS SERVIDORES PÚBLICOS DO ESTADO DO MATO GROSSO DO SUL;1T;2025;6515215.00;True;421341;Autogestão;MS
04574626000162;CAIXA DE ASSISTÊNCIA À SAÚDE DOS SERVIDORES PÚBLICOS DO ESTADO DO MATO GROSSO DO SUL;2T;2025;369180.00;True;421341;Autogestão;MS
04574626000162;CAIXA DE ASSISTÊNCIA À SAÚDE DOS SERVIDORES PÚBLICOS DO ESTADO DO MATO GROSSO DO SUL;3T;2025;1690866.00;True;421341;Autogestão;MS
04612990000170;UNIMED DE MANAUS COOP. DO TRABALHO MÉDICO LTDA;1T;2025;1013460.00;True;311961;Cooperativa Médica;AM
04612990000170;UNIMED DE MANAUS COOP. DO TRABALHO MÉDICO LTDA;2T;2025;1017040.00;True;311961;Cooperativa Médica;AM
04612990000170;UNIMED DE MANAUS COOP. DO TRABALHO MÉDICO LTDA;3T;2025;1536525.00;True;311961;Cooperativa Médica;AM
04745753000187;UNIÃO MÉDICA PLANOS DE SAÚDE S/A;1T;2025;283314.00;True;414581;Medicina de Grupo;BA
04745753000187;UNIÃO MÉDICA PLANOS DE SAÚDE S/A;2T;2025;32971997.00;True;414581;Medicina de Grupo;BA
04745753000187;UNIÃO MÉDICA PLANOS DE SAÚDE S/A;3T;2025;37057225.00;True;414581;Medicina de Grupo;BA
04839091000104;FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC;1T;2025;18109.00;True;414689;Autogestão;CE
04839091000104;FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC;2T;2025;133488.00;True;414689;Autogestão;CE
04839091000104;FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC;3T;2025;145632.00;True;414689;Autogestão;CE
04859814000137;SAÚDE BRB - CAIXA DE ASSISTÊNCIA ;1T;2025;6708900.00;True;414310;Autogestão;DF
04859814000137;SAÚDE BRB - CAIXA DE ASSISTÊNCIA ;2T;2025;7250469.00;True;414310;Autogestão;DF
04859814000137;SAÚDE BRB - CAIXA DE ASSISTÊNCIA ;3T;2025;2265535.00;True;414310;Autogestão;DF
04911101000175;VIVENTERIS LTDA;1T;2025;875390.00;True;414662;Odontologia de Grupo;PR
04911101000175;VIVENTERIS LTDA;2T;2025;327677.00;True;414662;Odontologia de Grupo;PR
04911101000175;VIVENTERIS LTDA;3T;2025;13981704.00;True;414662;Odontologia de Grupo;PR
05011316000100;HBC SAÚDE LTDA.;1T;2025;4639873.00;True;414352;Medicina de Grupo;SP
05011316000100;HBC SAÚDE LTDA.;2T;2025;539263.00;True;414352;Medicina de Grupo;SP
05011316000100;HBC SAÚDE LTDA.;3T;2025;85403.00;True;414352;Medicina de Grupo;SP
05029064000139;SAÚDE SANTA TEREZA LTDA.;1T;2025;1900825.00;True;414930;Medicina de Grupo;SP
05029064000139;SAÚDE SANTA TEREZA LTDA.;2T;2025;547540.00;True;414930;Medicina de Grupo;SP
05029064000139;SAÚDE SANTA TEREZA LTDA.;3T;2025;5487913.00;True;414930;Medicina de Grupo;SP
05455431000166;CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA  LTDA.;1T;2025;1738440.00;True;327328;Medicina de Grupo;CE
05455431000166;CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA  LTDA.;2T;2025;3493380.00;True;327328;Medicina de Grupo;CE
05455431000166;CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA  LTDA.;3T;2025;5639330.00;True;327328;Medicina de Grupo;CE
05657234000120;UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA;1T;2025;5708455.00;True;337374;Cooperativa Médica;RO
05657234000120;UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA;2T;2025;1308782.00;True;337374;Cooperativa Médica;RO
05657234000120;UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA;3T;2025;42702457.00;True;337374;Cooperativa Médica;RO
05774975000190;SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA;1T;2025;214659.00;True;414701;Odontologia de Grupo;SE
05774975000190;SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA;2T;2025;810625.00;True;414701;Odontologia de Grupo;SE
05774975000190;SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA;3T;2025;3291550.00;True;414701;Odontologia de Grupo;SE
05814777000103;CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO NORDESTE DO BRASIL;1T;2025;115176716.00;True;385697;Autogestão;CE
05814777000103;CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO NORDESTE DO BRASIL;2T;2025;8820827.00;True;385697;Autogestão;CE
05814777000103;CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO NORDESTE DO BRASIL;3T;2025;2881832.00;True;385697;Autogestão;CE
05868278000107;UNIMED DE FORTALEZA SOCIEDADE COOPERATIVA MÉDICA LTDA.;1T;2025;63054240.00;True;317144;Cooperativa Médica;CE
05868278000107;UNIMED DE FORTALEZA SOCIEDADE COOPERATIVA MÉDICA LTDA.;2T;2025;4290864.00;True;317144;Cooperativa Médica;CE
05868278000107;UNIMED DE FORTALEZA SOCIEDADE COOPERATIVA MÉDICA LTDA.;3T;2025;156372938.00;True;317144;Cooperativa Médica;CE
05983170000157;PLANO ODONTOLÓGICO DENTALVIDAS LTDA.;1T;2025;374470.00;True;415936;Odontologia de Grupo;SP
05983170000157;PLANO ODONTOLÓGICO DENTALVIDAS LTDA.;2T;2025;852809.00;True;415936;Odontologia de Grupo;SP
05983170000157;PLANO ODONTOLÓGICO DENTALVIDAS LTDA.;3T;2025;784466.00;True;415936;Odontologia de Grupo;SP
06091170000105;UNIMED OS BANDEIRANTES COOPERATIVA DE TRABALHO MÉDICO;1T;2025;2551631.00;True;415014;Cooperativa Médica;SP
06091170000105;UNIMED OS BANDEIRANTES COOPERATIVA DE TRABALHO MÉDICO;2T;2025;1445.00;True;415014;Cooperativa Médica;SP
06091170000105;UNIMED OS BANDEIRANTES COOPERATIVA DE TRABALHO MÉDICO;3T;2025;3111143.00;True;415014;Cooperativa Médica;SP
06145428000109;PORTO DIAS SAUDE LTDA.;1T;2025;19020.00;True;415081;Medicina de Grupo;PA
06145428000109;PORTO DIAS SAUDE LTDA.;2T;2025;40440.00;True;415081;Medicina de Grupo;PA
06145428000109;PORTO DIAS SAUDE LTDA.;3T;2025;2547642.00;True;415081;Medicina de Grupo;PA
06814351000112;CEDPLAN SAÚDE LTDA EPP;1T;2025;77819.00;True;418749;Medicina de Grupo;MG
06814351000112;CEDPLAN SAÚDE LTDA EPP;2T;2025;1463218.00;True;418749;Medicina de Grupo;MG
06814351000112;CEDPLAN SAÚDE LTDA EPP;3T;2025;4190956.00;True;418749;Medicina de Grupo;MG
07057185000110;UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO;1T;2025;122958.00;True;352543;Cooperativa Médica;MA
07057185000110;UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO;2T;2025;698924.00;True;352543;Cooperativa Médica;MA
07057185000110;UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO;3T;2025;590472.00;True;352543;Cooperativa Médica;MA
07154253000169;RODRIGUES LEIRA ODONTOLOGIA LTDA.;1T;2025;367327.00;True;415243;Odontologia de Grupo;SP
07154253000169;RODRIGUES LEIRA ODONTOLOGIA LTDA.;2T;2025;956642.00;True;415243;Odontologia de Grupo;SP
07154253000169;RODRIGUES LEIRA ODONTOLOGIA LTDA.;3T;2025;214292.00;True;415243;Odontologia de Grupo;SP
07241136000132;UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO;1T;2025;4878773.00;True;353353;Cooperativa Médica;PI
07241136000132;UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO;2T;2025;46670013.00;True;353353;Cooperativa Médica;PI
07241136000132;UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO;3T;2025;15652572.00;True;353353;Cooperativa Médica;PI
07270625000112;FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA;1T;2025;53731.00;True;415626;Cooperativa odontológica;SC
07270625000112;FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA;2T;2025;1028560.00;True;415626;Cooperativa odontológica;SC
07270625000112;FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA;3T;2025;171150.00;True;415626;Cooperativa odontológica;SC
07583396000196;UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA;1T;2025;69181.00;True;356123;Cooperativa Médica;CE
07583396000196;UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA;2T;2025;473979.00;True;356123;Cooperativa Médica;CE
07583396000196;UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA;3T;2025;120631735.00;True;356123;Cooperativa Médica;CE
07611953000135;BEDOIS SERVIÇOS DE ADMINISTRAÇÃO DE BENEFÍCIOS LTDA.;1T;2025;5439.00;True;419125;Administradora de Benefícios;RJ
07611953000135;BEDOIS SERVIÇOS DE ADMINISTRAÇÃO DE BENEFÍCIOS LTDA.;2T;2025;11298.00;True;419125;Administradora de Benefícios;RJ
07611953000135;BEDOIS SERVIÇOS DE ADMINISTRAÇÃO DE BENEFÍCIOS LTDA.;3T;2025;17157.00;True;419125;Administradora de Benefícios;RJ
07649106000160;UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA;1T;2025;947845.00;True;303178;Cooperativa Médica;CE
07649106000160;UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA;2T;2025;3650345.00;True;303178;Cooperativa Médica;CE
07649106000160;UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA;3T;2025;179950.00;True;303178;Cooperativa Médica;CE
07658098000118;QUALICORP ADMINISTRADORA DE BENEFÍCIOS S.A.;1T;2025;687000.00;True;417173;Administradora de Benefícios;SP
07658098000118;QUALICORP ADMINISTRADORA DE BENEFÍCIOS S.A.;2T;2025;38328785.00;True;417173;Administradora de Benefícios;SP
07658098000118;QUALICORP ADMINISTRADORA DE BENEFÍCIOS S.A.;3T;2025;1236904.00;True;417173;Administradora de Benefícios;SP
07674593000110;ALL CARE ADMINISTRADORA DE BENEFÍCIOS SÃO PAULO LTDA;1T;2025;577333.00;True;417289;Administradora de Benefícios;SP
07674593000110;ALL CARE ADMINISTRADORA DE BENEFÍCIOS SÃO PAULO LTDA;2T;2025;488768.00;True;417289;Administradora de Benefícios;SP
07674593000110;ALL CARE ADMINISTRADORA DE BENEFÍCIOS SÃO PAULO LTDA;3T;2025;17182229.00;True;417289;Administradora de Benefícios;SP
07781345000179;ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS;1T;2025;33076.00;True;416690;Autogestão;MG
07781345000179;ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS;2T;2025;125765.00;True;416690;Autogestão;MG
07781345000179;ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS;3T;2025;182529.00;True;416690;Autogestão;MG
07844436000106;CABERJ INTEGRAL SAÚDE S.A;1T;2025;410828.00;True;415774;Medicina de Grupo;RJ
07844436000106;CABERJ INTEGRAL SAÚDE S.A;2T;2025;128978.00;True;415774;Medicina de Grupo;RJ
07844436000106;CABERJ INTEGRAL SAÚDE S.A;3T;2025;4117330.00;True;415774;Medicina de Grupo;RJ
07945024000162;ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ;1T;2025;53429.00;True;417955;Autogestão;PR
07945024000162;ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ;2T;2025;82391.00;True;417955;Autogestão;PR
07945024000162;ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ;3T;2025;45109.00;True;417955;Autogestão;PR
07983974000181;VOCÊ CLUBE DE BENEFÍCIOS SOCIAIS, SAÚDE E ODONTOLÓGICO LTDA;1T;2025;704850.00;True;417122;Administradora de Benefícios;SP
07983974000181;VOCÊ CLUBE DE BENEFÍCIOS SOCIAIS, SAÚDE E ODONTOLÓGICO LTDA;2T;2025;121275.00;True;417122;Administradora de Benefícios;SP
07983974000181;VOCÊ CLUBE DE BENEFÍCIOS SOCIAIS, SAÚDE E ODONTOLÓGICO LTDA;3T;2025;147675.00;True;417122;Administradora de Benefícios;SP
08097092000181;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA EMPRESA BRASILEIRA DE PESQUISA  AGROPECUÁRIA;1T;2025;53767357.00;True;416401;Autogestão;DF
08097092000181;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA EMPRESA BRASILEIRA DE PESQUISA  AGROPECUÁRIA;2T;2025;351150.00;True;416401;Autogestão;DF
08097092000181;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA EMPRESA BRASILEIRA DE PESQUISA  AGROPECUÁRIA;3T;2025;414302.00;True;416401;Autogestão;DF
08202035000115;ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA;1T;2025;1064570.00;True;416568;Autogestão;MG
08202035000115;ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA;2T;2025;329819.00;True;416568;Autogestão;MG
08202035000115;ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA;3T;2025;1922240.00;True;416568;Autogestão;MG
08225953000160;SANTA CASA DE MAUÁ SAÚDE;2T;2025;15150.00;True;421197;Medicina de Grupo;SP
08225953000160;SANTA CASA DE MAUÁ SAÚDE;3T;2025;13150.00;True;421197;Medicina de Grupo;SP
08237810000178;UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE;1T;2025;10570.00;True;345318;Cooperativa odontológica;RN
08237810000178;UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE;2T;2025;19340.00;True;345318;Cooperativa odontológica;RN
08237810000178;UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE;3T;2025;166488.00;True;345318;Cooperativa odontológica;RN
08315806000180;UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO;1T;2025;326916.00;True;336467;Cooperativa Médica;PB
08315806000180;UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO;2T;2025;652859.00;True;336467;Cooperativa Médica;PB
08315806000180;UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO;3T;2025;113383.00;True;336467;Cooperativa Médica;PB
08380701000105;UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO;1T;2025;13079006.00;True;335592;Cooperativa Médica;RN
08380701000105;UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO;2T;2025;1166524.00;True;335592;Cooperativa Médica;RN
08380701000105;UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO;3T;2025;53842889.00;True;335592;Cooperativa Médica;RN
08680639000177;UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO;1T;2025;230868.00;True;321044;Cooperativa Médica;PB
08680639000177;UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO;2T;2025;1603703.00;True;321044;Cooperativa Médica;PB
08680639000177;UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO;3T;2025;665570.00;True;321044;Cooperativa Médica;PB
08707473000135;UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA;1T;2025;1157497.00;True;367397;Cooperativa Médica;PB
08707473000135;UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA;2T;2025;10388622.00;True;367397;Cooperativa Médica;PB
08707473000135;UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA;3T;2025;117316.00;True;367397;Cooperativa Médica;PB
08708980000193;OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A;1T;2025;2189320.00;True;416738;Medicina de Grupo;SP
08708980000193;OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A;2T;2025;1247324.00;True;416738;Medicina de Grupo;SP
08708980000193;OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A;3T;2025;2087901.00;True;416738;Medicina de Grupo;SP
08787782000162;PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA;1T;2025;3852356.00;True;416525;Odontologia de Grupo;RJ
08787782000162;PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA;2T;2025;238843.00;True;416525;Odontologia de Grupo;RJ
08787782000162;PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA;3T;2025;2194757.00;True;416525;Odontologia de Grupo;RJ
08883265000197;ASSOCIAÇÃO FUNDO DE PROTEÇÃO À SAÚDE;1T;2025;330418.00;True;416584;Autogestão;PR
08883265000197;ASSOCIAÇÃO FUNDO DE PROTEÇÃO À SAÚDE;2T;2025;20255265.00;True;416584;Autogestão;PR
08883265000197;ASSOCIAÇÃO FUNDO DE PROTEÇÃO À SAÚDE;3T;2025;256780.00;True;416584;Autogestão;PR
09114713000150;CASE - CENTRAL DE ADMINISTRAÇÃO DE PLANO DE SAÚDE LTDA;3T;2025;498.00;True;417165;Administradora de Benefícios;RJ
09164784000168;VIDAMAX ADMINISTRADORA DE BENEFÍCIOS LTDA;1T;2025;223426.00;True;416789;Administradora de Benefícios;SP
09164784000168;VIDAMAX ADMINISTRADORA DE BENEFÍCIOS LTDA;2T;2025;3484640.00;True;416789;Administradora de Benefícios;SP
09164784000168;VIDAMAX ADMINISTRADORA DE BENEFÍCIOS LTDA;3T;2025;633395.00;True;416789;Administradora de Benefícios;SP
09237009000195;UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO EM RECUPERAÇÃO JUDICIAL;1T;2025;501900.00;True;324213;Cooperativa Médica;PB
09237009000195;UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO EM RECUPERAÇÃO JUDICIAL;2T;2025;301920.00;True;324213;Cooperativa Médica;PB
09237009000195;UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO EM RECUPERAÇÃO JUDICIAL;3T;2025;3939744.00;True;324213;Cooperativa Médica;PB
09298037000112;IBBCA 2008 GESTÃO EM SAÚDE LTDA;1T;2025;286832.00;True;417050;Administradora de Benefícios;RJ
09298037000112;IBBCA 2008 GESTÃO EM SAÚDE LTDA;2T;2025;599330.00;True;417050;Administradora de Benefícios;RJ
